Species,Genus,areaIntroduced,areaNative,Num_Introduced,Fixer,numOTUs,numGenera,Specialist,Human_Uses,AbsLatNative,LatNative,ChromosomeCount,PloidyLow,diPloidyLow,sfPloidy,disfPloidy,annual,disfPloidy_corrected,subfamily
Sindora_siamensis,Sindora,0,4170000000000,0,0,NA,NA,NA,4,6.40517089,6.40517089,12,NA,NA,2,0,0,0,Detarioideae
Sindora_supa,Sindora,0,2020000000000,0,0,NA,NA,NA,2,5.41318844,-5.41318844,16,NA,NA,2,0,0,0,Detarioideae
Sophora_arizonica,Sophora,0,294000000000,0,1,NA,NA,NA,0,34.29669616,34.29669616,18,2,0,2,0,0,0,Papilionoideae
Sophora_chrysophylla,Sophora,0,16858731371,0,1,NA,NA,NA,0,20.26898313,20.26898313,16,2,0,2,0,0,0,Papilionoideae
Sophora_davidii,Sophora,3250000000000,3550000000000,2,1,NA,NA,NA,1,31.09521025,31.09521025,18,2,0,2,0,0,0,Papilionoideae
Sophora_flavescens,Sophora,231000000000,19000000000000,1,1,NA,5,0,5,44.26742487,44.26742487,18,2,0,2,0,0,0,Papilionoideae
Sophora_microphylla,Sophora,8690000000000,268000000000,2,1,NA,1,1,1,42.1864432,-42.1864432,18,2,0,2,0,0,0,Papilionoideae
Sophora_prostrata,Sophora,231000000000,153000000000,1,1,NA,1,1,1,44.02210596,-44.02210596,18,2,0,2,0,0,0,Papilionoideae
Sophora_secundiflora,Sophora,2020000000000,1070000000000,3,1,NA,NA,NA,4,25.78519056,25.78519056,18,2,0,2,0,0,0,Papilionoideae
Sophora_tetraptera,Sophora,0,115000000000,0,1,NA,1,1,0,38.57756132,-38.57756132,18,2,0,2,0,0,0,Papilionoideae
Sophora_tomentosa,Sophora,3580000000000,26400000000000,2,1,NA,NA,NA,5,7.72459812,7.72459812,18,2,0,2,0,0,0,Papilionoideae
Strongylodon_macrobotrys,Strongylodon,229000000000,295000000000,6,1,NA,NA,NA,1,11.74740395,11.74740395,28,NA,NA,3,1,0,1,Papilionoideae
Strophostyles_umbellata,Strophostyles,0,3000000000000,0,1,NA,NA,NA,0,35.10328538,35.10328538,22,NA,NA,2,0,0,0,Papilionoideae
Stryphnodendron_adstringens,Stryphnodendron,0,NA,0,1,NA,NA,NA,0,NA,NA,26,NA,NA,2,0,0,0,Mimosoid
Stylosanthes_angustifolia,Stylosanthes,0,NA,0,1,NA,NA,NA,0,NA,NA,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_biflora,Stylosanthes,0,2500000000000,0,1,NA,NA,NA,0,37.01983418,37.01983418,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_erecta,Stylosanthes,0,9930000000000,0,1,NA,NA,NA,2,1.03652644,-1.03652644,60,6,1,6,1,0,1,Papilionoideae
Stylosanthes_fruticosa,Stylosanthes,0,27000000000000,0,1,NA,NA,NA,2,1.12232498,1.12232498,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_guianensis,Stylosanthes,19100000000000,5220000000000,23,1,NA,NA,NA,2,1.48378641,1.48378641,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_hamata,Stylosanthes,275000000000,NA,2,1,NA,NA,NA,0,NA,NA,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_humilis,Stylosanthes,12600000000000,3840000000000,14,1,NA,NA,NA,2,7.096008,7.096008,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_macrocephala,Stylosanthes,0,NA,0,1,NA,NA,NA,0,NA,NA,20,2,0,2,0,0,0,Papilionoideae
Stylosanthes_scabra,Stylosanthes,0,NA,0,1,NA,NA,NA,0,NA,NA,40,4,1,4,1,0,1,Papilionoideae
Stylosanthes_viscosa,Stylosanthes,72497769150,128000000000,1,1,NA,NA,NA,0,12.839712,12.839712,20,2,0,2,0,0,0,Papilionoideae
Sutherlandia_frutescens,Sutherlandia,4900000000000,4080000000000,3,1,NA,NA,NA,0,25.76023599,-25.76023599,16,2,0,2,0,0,0,Papilionoideae
Swainsona_formosa,Swainsona,66288514196,7390000000000,1,1,NA,NA,NA,1,25.1628483,-25.1628483,16,1,0,2,0,0,0,Papilionoideae
Swartzia_laevicarpa,Swartzia,0,6800000000000,0,1,NA,NA,NA,0,0.12535957,-0.12535957,28,NA,NA,3,1,0,1,Papilionoideae
Swartzia_langsdorffii,Swartzia,0,NA,0,1,NA,NA,NA,0,NA,NA,26,NA,NA,2,0,0,0,Papilionoideae
Swartzia_leptopetala,Swartzia,0,NA,0,1,NA,NA,NA,0,NA,NA,26,NA,NA,2,0,0,0,Papilionoideae
Swartzia_polyphylla,Swartzia,130000000000,NA,1,1,NA,NA,NA,1,NA,NA,26,NA,NA,2,0,0,0,Papilionoideae
Swartzia_simplex,Swartzia,0,482000000000,0,1,NA,NA,NA,0,16.55564137,16.55564137,26,NA,NA,2,0,0,0,Papilionoideae
Tamarindus_indica,Tamarindus,43700000000000,20400000000000,49,0,NA,NA,NA,8,1.38937214,1.38937214,24,NA,NA,2,0,0,0,Detarioideae
Templetonia_retusa,Templetonia,0,3510000000000,0,1,NA,NA,NA,0,26.80243548,-26.80243548,16,NA,NA,2,0,0,0,Papilionoideae
Tephrosia_grandiflora,Tephrosia,813000000000,2670000000000,2,1,NA,NA,NA,1,25.48651667,-25.48651667,22,2,0,2,0,0,0,Papilionoideae
Tephrosia_villosa,Tephrosia,0,25700000000000,0,1,NA,2,0,4,10.39529783,10.39529783,22,2,0,2,0,0,0,Papilionoideae
Teramnus_uncinatus,Teramnus,0,31700000000000,0,1,NA,NA,NA,0,11.10780341,11.10780341,28,NA,NA,3,1,0,0,NA
Thermopsis_lanceolata,Thermopsis,0,5520000000000,0,1,NA,NA,NA,3,39.67495457,39.67495457,18,NA,NA,2,0,0,0,Papilionoideae
Thermopsis_lupinoides,Thermopsis,0,7380000000000,0,1,NA,1,1,3,48.86736966,48.86736966,18,NA,NA,2,0,0,0,Papilionoideae
Thermopsis_villosa,Thermopsis,0,947000000000,0,1,NA,NA,NA,1,40.23929028,40.23929028,18,NA,NA,2,0,0,0,Papilionoideae
Tipuana_tipu,Tipuana,14900000000000,1320000000000,11,1,NA,NA,NA,6,20.5262858,-20.5262858,20,2,0,2,0,0,0,Papilionoideae
Trifolium_africanum,Trifolium,0,2700000000000,0,1,NA,NA,NA,1,27.53376098,-27.53376098,32,6,1,3,1,0,1,Papilionoideae
Trifolium_albopurpureum,Trifolium,0,16200000000000,0,1,NA,NA,NA,0,46.88768209,46.88768209,16,3,1,2,0,0,0,Papilionoideae
Trifolium_alexandrinum,Trifolium,29800000000000,131000000000,25,1,NA,NA,NA,3,7.28863437,-7.28863437,16,3,1,2,0,1,0,Papilionoideae
Trifolium_alpestre,Trifolium,45978014489,12800000000000,1,1,NA,NA,NA,1,47.2663545,47.2663545,16,3,1,2,0,0,0,Papilionoideae
Trifolium_amabile,Trifolium,0,9700000000000,0,1,NA,NA,NA,0,6.83057108,6.83057108,16,3,1,2,0,0,0,Papilionoideae
Trifolium_ambiguum,Trifolium,919000000000,8600000000000,2,1,NA,NA,NA,1,45.89829828,45.89829828,16,3,1,2,0,0,0,Papilionoideae
Trifolium_angustifolium,Trifolium,8580000000000,11100000000000,9,1,NA,NA,NA,1,37.51986559,37.51986559,16,3,1,2,0,1,0,Papilionoideae
Trifolium_argutum,Trifolium,3070000000000,2070000000000,2,1,NA,NA,NA,0,34.10546659,34.10546659,16,3,1,2,0,1,0,Papilionoideae
Trifolium_arvense,Trifolium,13700000000000,38800000000000,13,1,8,NA,NA,3,42.63744678,42.63744678,14,2,0,1,0,1,0,Papilionoideae
Trifolium_aureum,Trifolium,1050000000000,22600000000000,7,1,NA,NA,NA,3,46.74245057,46.74245057,14,3,1,1,0,0,0,Papilionoideae
Trifolium_baccarinii,Trifolium,0,6620000000000,0,1,NA,NA,NA,0,3.92614346,3.92614346,16,3,1,2,0,1,0,Papilionoideae
Trifolium_beckwithii,Trifolium,0,1960000000000,0,1,NA,NA,NA,0,42.26664486,42.26664486,48,10,1,5,1,0,1,Papilionoideae
Trifolium_bifidum,Trifolium,0,834000000000,0,1,NA,NA,NA,0,41.66077745,41.66077745,16,3,1,2,0,0,0,Papilionoideae
Trifolium_bocconei,Trifolium,358000000000,6060000000000,1,1,NA,NA,NA,0,39.72909208,39.72909208,14,3,1,1,0,1,0,Papilionoideae
Trifolium_boissieri,Trifolium,0,1650000000000,0,1,NA,NA,NA,0,35.89738153,35.89738153,16,3,1,2,0,1,0,Papilionoideae
Trifolium_burchellianum,Trifolium,0,6830000000000,0,1,NA,NA,NA,0,16.46299407,-16.46299407,48,10,1,5,1,0,1,Papilionoideae
Trifolium_campestre,Trifolium,40900000000000,35600000000000,20,1,NA,NA,NA,3,40.42564479,40.42564479,14,3,1,1,0,1,0,Papilionoideae
Trifolium_cernuum,Trifolium,12800000000000,1540000000000,15,1,NA,NA,NA,0,38.95373887,38.95373887,16,3,1,2,0,1,0,Papilionoideae
Trifolium_cheranganiense,Trifolium,2670000000000,824000000000,1,1,NA,NA,NA,0,0.75017422,0.75017422,16,3,1,2,0,0,0,Papilionoideae
Trifolium_cherleri,Trifolium,3510000000000,9630000000000,1,1,NA,NA,NA,0,37.06337654,37.06337654,10,2,0,1,0,1,0,Papilionoideae
Trifolium_ciliolatum,Trifolium,0,834000000000,0,1,NA,NA,NA,0,41.66077745,41.66077745,16,3,1,2,0,1,0,Papilionoideae
Trifolium_clypeatum,Trifolium,0,1090000000000,0,1,NA,NA,NA,0,35.55338876,35.55338876,16,3,1,2,0,1,0,Papilionoideae
Trifolium_cyathiferum,Trifolium,0,4620000000000,0,1,NA,NA,NA,0,35.86690149,35.86690149,16,3,1,2,0,1,0,Papilionoideae
Trifolium_dasyphyllum,Trifolium,0,1440000000000,0,1,NA,NA,NA,0,41.19535332,41.19535332,16,3,1,2,0,0,0,Papilionoideae
Trifolium_depauperatum,Trifolium,0,3880000000000,0,1,NA,NA,NA,0,5.38386362,5.38386362,16,3,1,2,0,1,0,Papilionoideae
Trifolium_dubium,Trifolium,40300000000000,13000000000000,33,1,NA,NA,NA,2,42.81116957,42.81116957,28,6,1,3,1,1,1,Papilionoideae
Trifolium_echinatum,Trifolium,795000000000,6240000000000,1,1,NA,NA,NA,2,38.74593397,38.74593397,16,3,1,2,0,1,0,Papilionoideae
Trifolium_fragiferum,Trifolium,23900000000000,34700000000000,7,1,NA,3,0,4,39.85261222,39.85261222,16,3,1,2,0,0,0,Papilionoideae
Trifolium_fucatum,Trifolium,0,834000000000,0,1,NA,NA,NA,0,41.66077745,41.66077745,16,3,1,2,0,1,0,Papilionoideae
Trifolium_glanduliferum,Trifolium,0,1220000000000,0,1,NA,NA,NA,0,36.55123389,36.55123389,16,3,1,2,0,1,0,Papilionoideae
Trifolium_glomeratum,Trifolium,14100000000000,8450000000000,12,1,NA,NA,NA,2,39.12665103,39.12665103,16,3,1,2,0,0,0,Papilionoideae
Trifolium_gracilentum,Trifolium,0,16800000000000,0,1,NA,NA,NA,0,41.60963901,41.60963901,16,3,1,2,0,1,0,Papilionoideae
Trifolium_grandiflorum,Trifolium,0,3970000000000,0,1,NA,NA,NA,0,39.4431087,39.4431087,16,3,1,2,0,1,0,Papilionoideae
Trifolium_hirtum,Trifolium,9190000000000,8070000000000,7,1,NA,NA,NA,1,38.56370637,38.56370637,10,2,0,1,0,1,0,Papilionoideae
Trifolium_incarnatum,Trifolium,31600000000000,5030000000000,28,1,NA,NA,NA,2,45.14121498,45.14121498,14,3,1,1,0,1,0,Papilionoideae
Trifolium_lappaceum,Trifolium,5160000000000,11000000000000,2,1,NA,NA,NA,2,37.74679038,37.74679038,16,3,1,2,0,1,0,Papilionoideae
Trifolium_longipes,Trifolium,0,1340000000000,0,1,NA,NA,NA,0,41.64647681,41.64647681,24,5,1,2,0,0,0,Papilionoideae
Trifolium_micranthum,Trifolium,6520000000000,10800000000000,5,1,NA,NA,NA,0,40.98117311,40.98117311,16,3,1,2,0,1,0,Papilionoideae
Trifolium_microcephalum,Trifolium,0,4540000000000,0,1,NA,NA,NA,0,35.28688776,35.28688776,16,3,1,2,0,1,0,Papilionoideae
Trifolium_nanum,Trifolium,0,1440000000000,0,1,NA,NA,NA,0,41.19535332,41.19535332,16,3,1,2,0,0,0,Papilionoideae
Trifolium_nigrescens,Trifolium,633000000000,8930000000000,1,1,NA,NA,NA,1,37.34547043,37.34547043,16,3,1,2,0,1,0,Papilionoideae
Trifolium_obscurum,Trifolium,0,3550000000000,0,1,NA,NA,NA,0,37.51432969,37.51432969,16,3,1,2,0,1,0,Papilionoideae
Trifolium_ornithopodioides,Trifolium,7550000000000,5420000000000,6,1,NA,NA,NA,0,42.88993222,42.88993222,16,3,1,2,0,1,0,Papilionoideae
Trifolium_palaestinum,Trifolium,0,314000000000,0,1,NA,NA,NA,0,33.64322829,33.64322829,16,3,1,2,0,1,0,Papilionoideae
Trifolium_pallidum,Trifolium,539000000000,5320000000000,1,1,NA,NA,NA,0,40.31677478,40.31677478,16,3,1,2,0,1,0,Papilionoideae
Trifolium_patens,Trifolium,0,5200000000000,0,1,NA,NA,NA,0,38.09975311,38.09975311,14,3,1,1,0,1,0,Papilionoideae
Trifolium_pratense,Trifolium,58400000000000,38200000000000,27,1,72,2,0,7,40.12460519,40.12460519,14,2,0,1,0,0,0,Papilionoideae
Trifolium_pseudostriatum,Trifolium,0,3680000000000,0,1,NA,NA,NA,1,3.81123699,-3.81123699,16,3,1,2,0,1,0,Papilionoideae
Trifolium_reflexum,Trifolium,0,19000000000000,0,1,NA,NA,NA,0,45.85925832,45.85925832,16,3,1,2,0,1,0,Papilionoideae
Trifolium_repens,Trifolium,63100000000000,41200000000000,39,1,NA,3,0,8,41.5648251,41.5648251,32,6,1,3,1,0,1,Papilionoideae
Trifolium_resupinatum,Trifolium,15400000000000,12100000000000,16,1,NA,NA,NA,4,39.56886028,39.56886028,16,3,1,2,0,1,0,Papilionoideae
Trifolium_rubens,Trifolium,0,3690000000000,0,1,NA,NA,NA,1,46.65877329,46.65877329,16,3,1,2,0,0,0,Papilionoideae
Trifolium_rueppellianum,Trifolium,916000000000,9120000000000,4,1,NA,NA,NA,0,6.23086329,6.23086329,16,3,1,2,0,0,0,Papilionoideae
Trifolium_scabrum,Trifolium,4720000000000,12900000000000,3,1,NA,NA,NA,1,39.50421833,39.50421833,10,2,0,1,0,1,0,Papilionoideae
Trifolium_scutatum,Trifolium,0,1620000000000,0,1,NA,NA,NA,0,27.04405009,27.04405009,16,3,1,2,0,1,0,Papilionoideae
Trifolium_semipilosum,Trifolium,10800000000000,3070000000000,4,1,NA,NA,NA,1,5.15251223,5.15251223,16,3,1,2,0,0,0,Papilionoideae
Trifolium_simense,Trifolium,0,9130000000000,0,1,NA,NA,NA,0,3.96551634,3.96551634,32,6,1,3,1,1,1,Papilionoideae
Trifolium_spumosum,Trifolium,2790000000000,8720000000000,3,1,NA,NA,NA,1,35.12159617,35.12159617,16,3,1,2,0,1,0,Papilionoideae
Trifolium_squamosum,Trifolium,7870000000000,8820000000000,3,1,NA,NA,NA,0,39.58028659,39.58028659,16,3,1,2,0,1,0,Papilionoideae
Trifolium_squarrosum,Trifolium,599000000000,6450000000000,2,1,NA,NA,NA,0,37.63878603,37.63878603,16,3,1,2,0,1,0,Papilionoideae
Trifolium_stellatum,Trifolium,4040000000000,10600000000000,3,1,NA,NA,NA,2,37.70347598,37.70347598,14,3,1,1,0,1,0,Papilionoideae
Trifolium_stoloniferum,Trifolium,0,1060000000000,0,1,NA,NA,NA,0,38.52351837,38.52351837,16,3,1,2,0,0,0,Papilionoideae
Trifolium_striatum,Trifolium,14800000000000,14600000000000,6,1,NA,NA,NA,1,42.77789671,42.77789671,14,3,1,1,0,0,0,Papilionoideae
Trifolium_strictum,Trifolium,358000000000,6740000000000,1,1,NA,NA,NA,0,41.41517701,41.41517701,16,3,1,2,0,1,0,Papilionoideae
Trifolium_suffocatum,Trifolium,7550000000000,9740000000000,5,1,NA,NA,NA,0,37.8802693,37.8802693,16,3,1,2,0,1,0,Papilionoideae
Trifolium_sylvaticum,Trifolium,358000000000,3750000000000,1,1,NA,NA,NA,0,39.07788928,39.07788928,14,3,1,1,0,1,0,Papilionoideae
Trifolium_thalii,Trifolium,0,2170000000000,0,1,NA,NA,NA,0,38.77501787,38.77501787,16,3,1,2,0,0,0,Papilionoideae
Trifolium_tomentosum,Trifolium,11300000000000,15000000000000,9,1,NA,NA,NA,1,37.33372012,37.33372012,16,3,1,2,0,1,0,Papilionoideae
Trifolium_usambarense,Trifolium,3060000000000,8300000000000,2,1,NA,NA,NA,1,2.0436644,2.0436644,16,3,1,2,0,1,0,Papilionoideae
Trifolium_variegatum,Trifolium,0,18100000000000,0,1,NA,NA,NA,0,47.32604603,47.32604603,16,3,1,2,0,1,0,Papilionoideae
Trifolium_willdenovii,Trifolium,0,1950000000000,0,1,NA,NA,NA,0,39.51948825,39.51948825,16,3,1,2,0,1,0,Papilionoideae
Trifolium_wormskioldii,Trifolium,0,3700000000000,0,1,NA,NA,NA,1,31.84253896,31.84253896,32,6,1,3,1,0,1,Papilionoideae
Trigonella_arabica,Trigonella,0,1300000000000,0,1,NA,NA,NA,1,30.09974272,30.09974272,16,2,0,2,0,1,0,Papilionoideae
Trigonella_balansae,Trigonella,116000000000,3270000000000,1,1,NA,NA,NA,2,30.83723646,30.83723646,16,2,0,2,0,1,0,Papilionoideae
Trigonella_caerulea,Trigonella,43800000000000,NA,15,1,NA,NA,NA,4,NA,NA,16,2,0,2,0,1,0,Papilionoideae
Trigonella_calliceras,Trigonella,0,2250000000000,0,1,NA,NA,NA,0,37.682411,37.682411,16,2,0,2,0,0,0,Papilionoideae
Trigonella_cretica,Trigonella,0,762000000000,0,1,NA,NA,NA,0,38.38409282,38.38409282,16,2,0,2,0,1,0,Papilionoideae
Trigonella_stellata,Trigonella,0,10200000000000,0,1,NA,NA,NA,2,29.2718597,29.2718597,16,2,0,2,0,1,0,Papilionoideae
Tripodion_tetraphyllum,Tripodion,0,8380000000000,0,1,NA,NA,NA,0,37.97305081,37.97305081,16,NA,NA,2,0,1,0,Papilionoideae
Ulex_europaeus,Ulex,54000000000000,2250000000000,40,1,NA,1,1,6,37.52703143,37.52703143,96,6,1,9,1,0,1,Papilionoideae
Ulex_gallii,Ulex,0,1330000000000,0,1,NA,NA,NA,0,50.37284987,50.37284987,88,6,1,8,1,0,1,Papilionoideae
Uraria_picta,Uraria,2055545262,31100000000000,1,1,NA,NA,NA,1,11.47219786,11.47219786,22,NA,NA,2,0,0,0,Papilionoideae
Vandasina_retusa,Vandasina,0,4670000000000,0,1,NA,NA,NA,1,8.06949004,-8.06949004,22,NA,NA,2,0,0,0,NA
Vicia_americana,Vicia,0,5920000000000,0,1,NA,NA,NA,0,33.80589323,33.80589323,14,3,1,1,0,0,0,Papilionoideae
Vicia_amoena,Vicia,0,19800000000000,0,1,NA,1,1,2,47.31120259,47.31120259,24,5,1,2,0,0,0,Papilionoideae
Vicia_articulata,Vicia,9560000000000,3800000000000,4,1,NA,NA,NA,3,42.41501197,42.41501197,14,3,1,1,0,1,0,Papilionoideae
Vicia_benghalensis,Vicia,6650000000000,4430000000000,7,1,NA,NA,NA,2,38.38885688,38.38885688,14,3,1,1,0,1,0,Papilionoideae
Vicia_bithynica,Vicia,0,7270000000000,0,1,NA,NA,NA,1,38.92581147,38.92581147,14,3,1,1,0,1,0,Papilionoideae
Vicia_cassubica,Vicia,0,12300000000000,0,1,NA,NA,NA,1,47.25878122,47.25878122,12,2,0,1,0,0,0,Papilionoideae
Vicia_cracca,Vicia,10200000000000,41700000000000,9,1,15,1,1,5,45.91831254,45.91831254,28,5,1,2,0,0,0,Papilionoideae
Vicia_disperma,Vicia,9090000000000,4310000000000,3,1,NA,NA,NA,0,38.6017296,38.6017296,14,3,1,1,0,1,0,Papilionoideae
Vicia_ervilia,Vicia,4070000000000,12800000000000,6,1,NA,NA,NA,4,42.00751036,42.00751036,14,3,1,1,0,0,0,Papilionoideae
Vicia_faba,Vicia,94500000000000,284000000000,45,1,10,1,1,4,25.65537016,-25.65537016,12,2,0,1,0,1,0,Papilionoideae
Vicia_grandiflora,Vicia,2650000000000,11300000000000,2,1,NA,NA,NA,1,45.12639523,45.12639523,14,3,1,1,0,0,0,Papilionoideae
Vicia_hirsuta,Vicia,13000000000000,42300000000000,16,1,10,1,1,4,36.75835276,36.75835276,14,2,0,1,0,0,0,Papilionoideae
Vicia_hybrida,Vicia,41507410896,19200000000000,1,1,NA,NA,NA,2,40.80149549,40.80149549,12,2,0,1,0,1,0,Papilionoideae
Vicia_lathyroides,Vicia,8920000000000,11700000000000,6,1,NA,NA,NA,1,43.37482171,43.37482171,12,2,0,1,0,1,0,Papilionoideae
Vicia_ludoviciana,Vicia,0,3180000000000,0,1,NA,NA,NA,0,35.25005538,35.25005538,14,3,1,1,0,1,0,Papilionoideae
Vicia_lutea,Vicia,3840000000000,11500000000000,6,1,NA,NA,NA,2,41.26644544,41.26644544,14,3,1,1,0,1,0,Papilionoideae
Vicia_monantha,Vicia,8740000000000,13500000000000,3,1,NA,NA,NA,2,35.31470237,35.31470237,14,3,1,1,0,1,0,Papilionoideae
Vicia_narbonensis,Vicia,16500000000000,17400000000000,5,1,NA,NA,NA,3,41.95922051,41.95922051,14,3,1,1,0,0,0,Papilionoideae
Vicia_pannonica,Vicia,14100000000000,11100000000000,10,1,NA,NA,NA,2,42.5468171,42.5468171,12,2,0,1,0,1,0,Papilionoideae
Vicia_parviflora,Vicia,66288514196,10600000000000,1,1,NA,NA,NA,1,39.62380702,39.62380702,14,3,1,1,0,1,0,Papilionoideae
Vicia_peregrina,Vicia,460000000000,23900000000000,3,1,NA,NA,NA,2,39.77698458,39.77698458,14,3,1,1,0,1,0,Papilionoideae
Vicia_sativa,Vicia,51600000000000,18700000000000,39,1,16,1,1,4,33.47215976,33.47215976,10,2,0,1,0,0,0,Papilionoideae
Vicia_sepium,Vicia,570000000000,25300000000000,3,1,NA,1,1,5,46.57728502,46.57728502,14,3,1,1,0,0,0,Papilionoideae
Vicia_tenuifolia,Vicia,284000000000,30400000000000,3,1,NA,NA,NA,3,42.96808331,42.96808331,24,5,1,2,0,0,0,Papilionoideae
Vicia_tetrasperma,Vicia,8550000000000,37400000000000,11,1,3,1,1,2,42.2437501,42.2437501,14,3,1,1,0,0,0,Papilionoideae
Vicia_unijuga,Vicia,0,24500000000000,0,1,NA,NA,NA,4,48.60652714,48.60652714,12,2,0,1,0,0,0,Papilionoideae
Vicia_villosa,Vicia,13000000000000,29200000000000,12,1,NA,1,1,4,39.40769423,39.40769423,14,3,1,1,0,0,0,Papilionoideae
Vigna_angularis,Vigna,5000000000000,326000000000,11,1,NA,3,0,2,16.65164518,16.65164518,22,2,0,2,0,1,0,Papilionoideae
Vigna_luteola,Vigna,3290000000000,24900000000000,6,1,NA,NA,NA,2,7.99001409,7.99001409,22,2,0,2,0,0,0,Papilionoideae
Vigna_marina,Vigna,5763479656,8320000000000,4,1,NA,NA,NA,4,3.75145798,3.75145798,22,2,0,2,0,0,0,Papilionoideae
Vigna_mungo,Vigna,19800000000000,2850000000000,16,1,NA,NA,NA,3,6.94315476,6.94315476,22,2,0,2,0,1,0,Papilionoideae
Vigna_radiata,Vigna,45700000000000,6340000000000,36,1,9,3,0,4,16.4143009,16.4143009,22,2,0,2,0,0,0,Papilionoideae
Vigna_subterranea,Vigna,20000000000000,2310000000000,10,1,NA,3,0,3,7.08178697,-7.08178697,22,2,0,2,0,1,0,Papilionoideae
Vigna_trilobata,Vigna,5040000000000,19400000000000,6,1,NA,NA,NA,3,19.17627597,19.17627597,22,2,0,2,0,0,0,Papilionoideae
Vigna_unguiculata,Vigna,18800000000000,20900000000000,30,1,NA,4,0,5,0.09107861,0.09107861,22,2,0,2,0,0,0,Papilionoideae
Virgilia_oroboides,Virgilia,12400000000000,2670000000000,8,1,NA,1,1,3,25.48651667,-25.48651667,54,NA,NA,5,1,0,1,Papilionoideae
Wallaceodendron_celebicum,Wallaceodendron,0,2600000000000,0,1,NA,NA,NA,1,3.5485915,3.5485915,26,NA,NA,2,0,0,0,Mimosoid
Wisteria_floribunda,Wisteria,13400000000000,371000000000,6,1,NA,NA,NA,5,32.30508668,32.30508668,16,NA,NA,2,0,0,0,Papilionoideae
Wisteria_frutescens,Wisteria,2780000000000,1630000000000,1,1,NA,NA,NA,0,35.9924055,35.9924055,16,NA,NA,2,0,0,0,Papilionoideae
Wisteria_sinensis,Wisteria,8570000000000,1350000000000,24,1,NA,NA,NA,5,29.23043211,29.23043211,16,NA,NA,2,0,0,0,Papilionoideae
Xeroderris_stuhlmannii,Xeroderris,0,12300000000000,0,1,NA,NA,NA,3,2.12954975,-2.12954975,24,NA,NA,2,0,0,0,NA
Zapoteca_formosa,Zapoteca,0,6100000000000,0,1,NA,NA,NA,0,10.44864759,10.44864759,26,NA,NA,2,0,0,0,Mimosoid
